,client_id,product_category,product_company,subtype,amount,date,transaction_type
511909,551,10,Bowling Club Scooter,Purchase,622,01/03/2020 01:01,Negative
664502,715,6,Moscow subway,Purchase,51,01/03/2020 01:04,Negative
275209,298,5,KFC,Purchase,373,01/03/2020 01:05,Negative
679910,732,7,Pharmacy VITA Express,Purchase,120,01/03/2020 01:05,Negative
480338,518,6,Arrow,Purchase,67,01/03/2020 01:06,Negative
650973,700,thirteen,H&M,Purchase,1343,01/03/2020 01:06,Negative
485015,523,2,SberMarket,Purchase,1055,01/03/2020 01:08,Negative
522801,563,7,Pharmacy 23 plus,Purchase,539,01/03/2020 01:08,Negative
501609,540,6,Moscow subway,Purchase,72,01/03/2020 01:08,Negative
339783,367,15,Gas station GAZPROM,Purchase,1435,01/03/2020 01:08,Negative
604145,650,6,Moscow subway,Purchase,76,01/03/2020 01:10,Negative
338823,366,12,,Purchase,66132,01/03/2020 01:11,Negative
106634,114,28,,Translation,667,01/03/2020 01:11,Negative
156527,169,6,,Purchase,84,01/03/2020 01:11,Negative
163508,176,28,,Translation,2880,01/03/2020 01:11,Negative
718054,773,6,,Purchase,74,01/03/2020 01:11,Negative
670609,722,6,,Purchase,59,01/03/2020 01:11,Negative
191404,207,twenty,,Purchase,1902,01/03/2020 01:12,Negative
860998,927,28,,Replenishment,1210,01/03/2020 01:14,Positive
200596,217,6,Moscow subway,Purchase,79,01/03/2020 01:16,Negative
377408,407,6,,Purchase,85,01/03/2020 01:17,Negative
346068,374,one,BelkaCar,Purchase,1451,01/03/2020 01:20,Negative
675900,728,5,Tanuki,Purchase,273,01/03/2020 01:20,Negative
408338,440,nineteen,,Purchase,1313,01/03/2020 01:21,Negative
730799,787,6,Arrow,Purchase,51,01/03/2020 01:22,Negative
573106,617,6,,Purchase,73,01/03/2020 01:23,Negative
64364,70,2,Billa,Purchase,2471,01/03/2020 01:24,Negative
739100,796,6,,Purchase,74,01/03/2020 01:25,Negative
92516,one hundred,one,BelkaCar,Purchase,529,01/03/2020 01:25,Negative
250837,271,thirteen,H&M,Purchase,5980,01/03/2020 01:25,Negative
417529,450,eight,Okko,Purchase,379,01/03/2020 01:25,Negative
630076,677,28,,Translation,1253,01/03/2020 01:26,Negative
567667,611,6,Arrow,Purchase,86,01/03/2020 01:26,Negative
5748,7,one,Lifcar,Purchase,1266,01/03/2020 01:27,Negative
181959,197,thirteen,Lamoda,Purchase,4557,01/03/2020 01:27,Negative
270676,293,6,Arrow,Purchase,69,01/03/2020 01:27,Negative
354262,382,15,Lukoil gas station,Purchase,1452,01/03/2020 01:28,Negative
183002,198,14,Miraj Restaurant,Purchase,1441,01/03/2020 01:28,Negative
194519,210,28,,Replenishment,2911,01/03/2020 01:29,Positive
153710,166,6,,Purchase,54,01/03/2020 01:29,Negative
336559,364,6,,Purchase,66,01/03/2020 01:30,Negative
515493,555,eight,Kinohod,Purchase,459,01/03/2020 01:31,Negative
691604,745,eight,Okko,Purchase,346,01/03/2020 01:32,Negative
781575,842,nineteen,,Purchase,1972,01/03/2020 01:32,Negative
562720,606,5,McDonald's,Purchase,565,01/03/2020 01:32,Negative
44422,48,6,,Purchase,85,01/03/2020 01:32,Negative
352471,380,twenty,,Purchase,2134,01/03/2020 01:32,Negative
164829,178,6,Moscow subway,Purchase,75,01/03/2020 01:32,Negative
844327,909,10,Bowling Club Scooter,Purchase,200,01/03/2020 01:33,Negative
828147,892,6,Arrow,Purchase,79,01/03/2020 01:34,Negative
16798,nineteen,2,SberMarket,Purchase,1630,01/03/2020 01:34,Negative
27605,thirty,thirteen,Zara,Purchase,3705,01/03/2020 01:35,Negative
788042,849,28,,Translation,1082,01/03/2020 01:35,Negative
36593,40,2,SberMarket,Purchase,4948,01/03/2020 01:35,Negative
911422,982,6,,Purchase,71,01/03/2020 01:36,Negative
22642,25,6,Arrow,Purchase,68,01/03/2020 01:37,Negative
529623,571,5,Yakitoria,Purchase,223,01/03/2020 01:37,Negative
287049,310,eighteen,,Purchase,2337,01/03/2020 01:38,Negative
103091,111,6,,Purchase,94,01/03/2020 01:39,Negative
775527,836,one,Carousel,Purchase,1289,01/03/2020 01:41,Negative
404397,436,6,Arrow,Purchase,79,01/03/2020 01:42,Negative
767191,826,21,,Purchase,2479,01/03/2020 01:42,Negative
578685,623,6,,Purchase,81,01/03/2020 01:43,Negative
424633,458,6,Arrow,Purchase,94,01/03/2020 01:43,Negative
374611,404,6,Moscow subway,Purchase,64,01/03/2020 01:43,Negative
36450,39,28,,Replenishment,1077,01/03/2020 01:43,Positive
911254,982,6,Arrow,Purchase,58,01/03/2020 01:43,Negative
69946,76,2,SberMarket,Purchase,3993,01/03/2020 01:43,Negative
286163,309,15,ROSNEFT,Purchase,1281,01/03/2020 01:44,Negative
127898,138,3,YandexGO,Purchase,691,01/03/2020 01:45,Negative
156245,169,5,KFC,Purchase,344,01/03/2020 01:45,Negative
53577,58,6,,Purchase,58,01/03/2020 01:46,Negative
775365,835,21,,Purchase,1161,01/03/2020 01:46,Negative
42,one,2,Auchan,Purchase,2991,01/03/2020 01:47,Negative
201326,218,6,Arrow,Purchase,90,01/03/2020 01:47,Negative
854463,920,eight,Karo Film,Purchase,327,01/03/2020 01:48,Negative
15818,17,28,,Replenishment,2043,01/03/2020 01:48,Positive
880394,949,5,Burger king,Purchase,295,01/03/2020 01:48,Negative
754095,812,eleven,Hairdresser DIMAX,Purchase,688,01/03/2020 01:49,Negative
465320,502,6,Arrow,Purchase,73,01/03/2020 01:49,Negative
542477,584,nineteen,,Purchase,1679,01/03/2020 01:50,Negative
424291,458,3,YandexGO,Purchase,406,01/03/2020 01:51,Negative
169066,183,5,KFC,Purchase,598,01/03/2020 01:51,Negative
204116,221,2,Yandex.Lavka,Purchase,3989,01/03/2020 01:52,Negative
788507,850,6,,Purchase,58,01/03/2020 01:53,Negative
417485,450,eleven,Hairdresser DIMAX,Purchase,875,01/03/2020 01:53,Negative
154569,167,6,Moscow subway,Purchase,91,01/03/2020 01:53,Negative
381687,411,17,,Purchase,26950,01/03/2020 01:53,Negative
401375,432,28,,Translation,1254,01/03/2020 01:53,Negative
607884,654,5,,Purchase,219,01/03/2020 01:54,Negative
666748,718,3,Citymobil,Purchase,457,01/03/2020 01:54,Negative
286211,309,twenty,,Purchase,1389,01/03/2020 01:54,Negative
672769,724,eight,Kinohod,Purchase,331,01/03/2020 01:56,Negative
238962,258,10,Bowling Club Scooter,Purchase,686,01/03/2020 01:57,Negative
148838,161,5,Dodo Pizza,Purchase,285,01/03/2020 01:57,Negative
630152,677,28,,Translation,812,01/03/2020 02:00,Negative
387213,417,14,Own company,Purchase,1799,01/03/2020 02:00,Negative
191309,207,9,White Rabbit,Purchase,585,01/03/2020 02:00,Negative
238286,258,3,Kiwi Taxi,Purchase,474,01/03/2020 02:00,Negative
467926,504,28,,Replenishment,958,01/03/2020 02:02,Positive
25986,28,28,,Replenishment,418,01/03/2020 02:02,Positive
477224,515,3,Citymobil,Purchase,887,01/03/2020 02:03,Negative
403916,435,7,Pharmacy VITA Express,Purchase,566,01/03/2020 02:03,Negative
440406,475,5,Dodo Pizza,Purchase,363,01/03/2020 02:04,Negative
777879,838,6,,Purchase,66,01/03/2020 02:04,Negative
618126,665,6,Moscow subway,Purchase,95,01/03/2020 02:06,Negative
711467,766,6,Arrow,Purchase,84,01/03/2020 02:06,Negative
420136,453,6,,Purchase,91,01/03/2020 02:06,Negative
872215,940,one,Yandex.Drive,Purchase,853,01/03/2020 02:06,Negative
565317,609,3,Citymobil,Purchase,703,01/03/2020 02:07,Negative
253472,274,6,,Purchase,54,01/03/2020 02:07,Negative
530183,571,eleven,Rive Gauche,Purchase,884,01/03/2020 02:07,Negative
275460,298,6,Moscow subway,Purchase,59,01/03/2020 02:09,Negative
605071,651,6,Moscow subway,Purchase,73,03/01/2020 02:10,Negative
836305,900,28,,Replenishment,2202,03/01/2020 02:10,Positive
101503,109,6,Arrow,Purchase,98,03/01/2020 02:10,Negative
499579,538,6,Moscow subway,Purchase,81,03/01/2020 02:11,Negative
139537,150,twenty,,Purchase,1071,03/01/2020 02:11,Negative
622168,669,10,Theater Magic Lantern,Purchase,277,03/01/2020 02:12,Negative
760588,819,7,Pharmacy 23 plus,Purchase,260,03/01/2020 02:12,Negative
455012,490,21,,Purchase,925,03/01/2020 02:13,Negative
169772,184,2,Platypus Online,Purchase,4272,03/01/2020 02:13,Negative
462621,499,6,Moscow subway,Purchase,80,03/01/2020 02:14,Negative
353475,382,3,GETT,Purchase,396,03/01/2020 02:14,Negative
774515,835,3,Citymobil,Purchase,574,03/01/2020 02:16,Negative
586739,631,thirteen,Marks & Spencer,Purchase,9025,03/01/2020 02:16,Negative
316838,342,6,Arrow,Purchase,80,03/01/2020 02:16,Negative
800349,862,28,,Translation,1933,03/01/2020 02:17,Negative
683342,736,6,Moscow subway,Purchase,97,03/01/2020 02:17,Negative
85714,92,28,,Replenishment,1612,03/01/2020 02:17,Positive
696936,751,3,Citymobil,Purchase,650,03/01/2020 02:18,Negative
211372,228,15,Gas station GAZPROMNEFT,Purchase,1844,03/01/2020 02:18,Negative
256879,278,6,,Purchase,91,03/01/2020 02:18,Negative
429592,463,6,Arrow,Purchase,63,03/01/2020 02:20,Negative
54776,59,7,36.6,Purchase,322,03/01/2020 02:20,Negative
627143,674,28,,Translation,1651,03/01/2020 02:21,Negative
553566,596,14,Miraj Restaurant,Purchase,2618,03/01/2020 02:21,Negative
256888,278,6,Arrow,Purchase,one hundred,03/01/2020 02:22,Negative
252743,273,14,Solo Burger Bar,Purchase,2569,03/01/2020 02:22,Negative
702054,756,6,Moscow subway,Purchase,81,03/01/2020 02:22,Negative
778953,839,eighteen,,Purchase,1980,03/01/2020 02:22,Negative
574689,619,3,Citymobil,Purchase,352,03/01/2020 02:22,Negative
316589,342,6,Arrow,Purchase,79,03/01/2020 02:22,Negative
439214,473,sixteen,,Purchase,1460,03/01/2020 02:23,Negative
213190,230,6,,Purchase,59,03/01/2020 02:23,Negative
433704,467,28,,Replenishment,1002,03/01/2020 02:23,Positive
579532,624,5,Yakitoria,Purchase,559,03/01/2020 02:24,Negative
44639,48,thirteen,Marks & Spencer,Purchase,5360,03/01/2020 02:24,Negative
315308,340,28,,Translation,223,03/01/2020 02:25,Negative
420731,454,5,,Purchase,356,03/01/2020 02:25,Negative
436766,471,6,,Purchase,92,03/01/2020 02:27,Negative
133881,144,6,Arrow,Purchase,78,03/01/2020 02:28,Negative
286127,309,eight,Karo Film,Purchase,312,03/01/2020 02:28,Negative
747919,806,5,KFC,Purchase,328,03/01/2020 02:28,Negative
139320,150,6,,Purchase,93,03/01/2020 02:29,Negative
171184,185,6,Moscow subway,Purchase,83,03/01/2020 02:29,Negative
435923,470,6,Moscow subway,Purchase,70,03/01/2020 02:29,Negative
863860,931,5,Yakitoria,Purchase,273,01/03/2020 02:30,Negative
82863,89,eight,Okko,Purchase,430,01/03/2020 02:30,Negative
18416,twenty,sixteen,,Purchase,1049,01/03/2020 02:30,Negative
44715,48,eight,Okko,Purchase,320,01/03/2020 02:30,Negative
442516,477,6,Arrow,Purchase,99,01/03/2020 02:30,Negative
139593,150,28,,Replenishment,1106,03/01/2020 02:32,Positive
618672,665,28,,Translation,2291,03/01/2020 02:34,Negative
445545,480,thirteen,WILDBERRIES,Purchase,3859,03/01/2020 02:35,Negative
280637,304,2,Crossroads,Purchase,3014,03/01/2020 02:35,Negative
837450,902,6,,Purchase,74,03/01/2020 02:36,Negative
104337,112,6,Moscow subway,Purchase,93,03/01/2020 02:36,Negative
859409,926,5,KFC,Purchase,437,03/01/2020 02:38,Negative
448085,483,6,Moscow subway,Purchase,53,03/01/2020 02:38,Negative
711072,765,28,,Translation,1575,03/01/2020 02:39,Negative
549139,592,3,UBER,Purchase,691,03/01/2020 02:39,Negative
689388,743,5,McDonald's,Purchase,217,03/01/2020 02:40,Negative
497389,536,5,,Purchase,591,03/01/2020 02:41,Negative
246189,266,eleven,Rive Gauche,Purchase,884,03/01/2020 02:41,Negative
354777,383,6,,Purchase,83,03/01/2020 02:41,Negative
269136,291,eight,Okko,Purchase,376,03/01/2020 02:41,Negative
787216,848,28,,Replenishment,1783,03/01/2020 02:42,Positive
585558,630,6,Arrow,Purchase,71,03/01/2020 02:42,Negative
625541,673,3,GETT,Purchase,573,03/01/2020 02:42,Negative
790026,852,one,Youdrive,Purchase,622,03/01/2020 02:43,Negative
348607,376,7,36.6,Purchase,287,03/01/2020 02:43,Negative
362883,391,22,,Purchase,1808,03/01/2020 02:43,Negative
130310,140,14,Own company,Purchase,2140,03/01/2020 02:43,Negative
270077,292,thirteen,Bershka,Purchase,5421,03/01/2020 02:44,Negative
810887,873,14,Miraj Restaurant,Purchase,1865,03/01/2020 02:44,Negative
546982,589,eight,Okko,Purchase,494,03/01/2020 02:44,Negative
900714,971,6,,Purchase,98,03/01/2020 02:45,Negative
680885,733,9,Rospechat,Purchase,362,03/01/2020 02:45,Negative
247169,267,21,,Purchase,2158,03/01/2020 02:45,Negative
249570,270,6,,Purchase,95,03/01/2020 02:45,Negative
867841,935,6,,Purchase,72,03/01/2020 02:46,Negative
479291,517,5,Tanuki,Purchase,542,03/01/2020 02:46,Negative
178760,194,2,Auchan,Purchase,1938,03/01/2020 02:47,Negative
828100,892,5,,Purchase,537,03/01/2020 02:48,Negative
30250,33,6,,Purchase,76,03/01/2020 02:49,Negative
189852,206,5,McDonald's,Purchase,530,03/01/2020 02:49,Negative
564738,608,6,Moscow subway,Purchase,54,03/01/2020 02:50,Negative
549938,592,28,,Translation,1224,03/01/2020 02:50,Negative
624332,671,eight,Cinema Pobeda,Purchase,428,03/01/2020 02:50,Negative
428527,462,6,Arrow,Purchase,90,03/01/2020 02:50,Negative
548740,591,6,Moscow subway,Purchase,95,01/03/2020 02:51,Negative
587487,632,6,Arrow,Purchase,67,01/03/2020 02:51,Negative
879994,948,6,Arrow,Purchase,83,01/03/2020 02:53,Negative
61394,66,28,,Translation,2687,01/03/2020 02:54,Negative
144561,156,6,Arrow,Purchase,71,01/03/2020 02:54,Negative
310435,335,10,Bowling Club Scooter,Purchase,791,01/03/2020 02:54,Negative
366574,395,7,Pharmacy VITA Express,Purchase,531,03/01/2020 02:55,Negative
327773,355,one,Delimobil,Purchase,665,03/01/2020 02:55,Negative
74586,81,3,YandexGO,Purchase,685,01/03/2020 02:56,Negative
692683,746,14,IL patio,Purchase,1667,01/03/2020 02:57,Negative
750011,808,6,,Purchase,63,01/03/2020 02:57,Negative
496851,535,6,Arrow,Purchase,93,01/03/2020 02:58,Negative
668308,719,eleven,Hairdresser DIMAX,Purchase,2257,01/03/2020 02:58,Negative
101989,110,5,Dodo Pizza,Purchase,579,01/03/2020 02:58,Negative
565245,608,28,,Replenishment,959,01/03/2020 02:58,Positive
312926,338,6,,Purchase,88,01/03/2020 02:59,Negative
145087,156,28,,Replenishment,2413,01/03/2020 02:59,Positive
158275,171,6,Moscow subway,Purchase,53,01/03/2020 02:59,Negative
679838,732,thirteen,Bershka,Purchase,3775,01/03/2020 02:59,Negative
763481,822,twenty,,Purchase,1582,01/03/2020 03:00,Negative
527091,568,6,Arrow,Purchase,96,01/03/2020 03:00,Negative
604041,650,6,Arrow,Purchase,67,01/03/2020 03:01,Negative
921798,993,6,,Purchase,78,01/03/2020 03:01,Negative
77298,83,sixteen,,Purchase,834,01/03/2020 03:02,Negative
639757,688,6,Moscow subway,Purchase,91,01/03/2020 03:02,Negative
744031,801,6,,Purchase,73,01/03/2020 03:03,Negative
467895,504,28,,Translation,1762,01/03/2020 03:04,Negative
553615,596,eleven,BritVa Barbershop,Purchase,1560,01/03/2020 03:04,Negative
776776,837,6,Moscow subway,Purchase,91,01/03/2020 03:05,Negative
215400,233,2,Billa,Purchase,1780,01/03/2020 03:06,Negative
2942,4,5,PizzaHut,Purchase,562,01/03/2020 03:06,Negative
16605,eighteen,9,Read-city,Purchase,356,01/03/2020 03:07,Negative
779137,840,2,Yandex.Lavka,Purchase,1938,01/03/2020 03:07,Negative
652091,702,2,Auchan,Purchase,3109,01/03/2020 03:07,Negative
689683,743,6,,Purchase,66,01/03/2020 03:08,Negative
785770,847,6,Moscow subway,Purchase,62,01/03/2020 03:08,Negative
122171,132,2,Crossroads,Purchase,1071,01/03/2020 03:08,Negative
99345,107,6,Moscow subway,Purchase,98,01/03/2020 03:10,Negative
435812,470,6,Arrow,Purchase,61,01/03/2020 03:10,Negative
739645,796,nineteen,,Purchase,1024,03/01/2020 03:11,Negative
621497,669,3,UBER,Purchase,446,03/01/2020 03:11,Negative
235268,254,10,Great Moscow Circus,Purchase,689,03/01/2020 03:11,Negative
746794,804,17,,Purchase,41659,01/03/2020 03:12,Negative
545814,588,6,Arrow,Purchase,68,01/03/2020 03:12,Negative
902781,973,6,,Purchase,56,01/03/2020 03:12,Negative
336380,364,5,PizzaHut,Purchase,209,01/03/2020 03:13,Negative
163182,176,thirteen,WILDBERRIES,Purchase,5201,01/03/2020 03:13,Negative
420496,453,28,,Translation,2035,03/01/2020 03:14,Negative
660936,711,15,ROSNEFT,Purchase,1523,03/01/2020 03:14,Negative
760546,819,eight,Cinema Pobeda,Purchase,456,03/01/2020 03:14,Negative
165040,178,9,Rospechat,Purchase,479,03/01/2020 03:14,Negative
16457,eighteen,6,Moscow subway,Purchase,76,03/01/2020 03:15,Negative
887092,956,5,,Purchase,280,01/03/2020 03:16,Negative
481415,519,6,Arrow,Purchase,67,01/03/2020 03:16,Negative
493966,532,6,,Purchase,65,01/03/2020 03:18,Negative
585977,630,9,Rospechat,Purchase,495,01/03/2020 03:18,Negative
106521,114,nineteen,,Purchase,378,01/03/2020 03:19,Negative
899370,969,28,,Translation,587,01/03/2020 03:19,Negative
564873,608,6,Moscow subway,Purchase,99,01/03/2020 03:21,Negative
902042,972,eleven,Hairdresser DIMAX,Purchase,2457,01/03/2020 03:22,Negative
714702,769,10,Great Moscow Circus,Purchase,577,01/03/2020 03:23,Negative
483464,521,6,,Purchase,66,01/03/2020 03:23,Negative
425871,459,eight,Okko,Purchase,455,01/03/2020 03:23,Negative
542968,585,6,Arrow,Purchase,63,01/03/2020 03:24,Negative
734007,790,10,Theater Magic Lantern,Purchase,682,03/01/2020 03:25,Negative
754875,813,9,Read-city,Purchase,427,03/01/2020 03:26,Negative
569148,613,6,Moscow subway,Purchase,53,03/01/2020 03:26,Negative
72909,79,5,KFC,Purchase,532,01/03/2020 03:29,Negative
514827,555,one,Carousel,Purchase,1341,01/03/2020 03:29,Negative
559405,602,28,,Replenishment,1570,01/03/2020 03:30,Positive
775870,836,6,Arrow,Purchase,60,01/03/2020 03:31,Negative
203243,220,5,PizzaHut,Purchase,548,01/03/2020 03:31,Negative
321648,348,2,Platypus Online,Purchase,1018,01/03/2020 03:32,Negative
452347,487,nineteen,,Purchase,1151,01/03/2020 03:32,Negative
615311,662,5,PizzaHut,Purchase,214,01/03/2020 03:33,Negative
301113,325,eleven,Hairdresser DIMAX,Purchase,1226,01/03/2020 03:33,Negative
746651,804,9,Storytel,Purchase,219,01/03/2020 03:33,Negative
338221,366,5,Yakitoria,Purchase,516,01/03/2020 03:35,Negative
109342,118,2,SberMarket,Purchase,1772,01/03/2020 03:35,Negative
786551,848,6,Arrow,Purchase,59,01/03/2020 03:36,Negative
280259,303,10,Bowling Club Scooter,Purchase,799,01/03/2020 03:36,Negative
655437,706,3,Kiwi Taxi,Purchase,630,01/03/2020 03:37,Negative
754915,813,14,Miraj Restaurant,Purchase,2833,01/03/2020 03:37,Negative
175483,190,6,Moscow subway,Purchase,one hundred,01/03/2020 03:37,Negative
423551,457,5,,Purchase,314,01/03/2020 03:38,Negative
130241,140,6,Arrow,Purchase,75,01/03/2020 03:39,Negative
533497,575,5,McDonald's,Purchase,447,01/03/2020 03:39,Negative
378855,408,28,,Translation,1454,01/03/2020 03:41,Negative
390978,421,10,Theater Magic Lantern,Purchase,686,01/03/2020 03:42,Negative
99252,107,6,Moscow subway,Purchase,81,01/03/2020 03:42,Negative
70310,76,6,Moscow subway,Purchase,62,01/03/2020 03:43,Negative
914265,985,6,Arrow,Purchase,78,01/03/2020 03:43,Negative
209213,226,6,Moscow subway,Purchase,70,01/03/2020 03:43,Negative
726225,782,5,PizzaHut,Purchase,469,01/03/2020 03:43,Negative
414433,447,6,,Purchase,66,01/03/2020 03:43,Negative
7349,eight,thirteen,Lamoda,Purchase,3717,01/03/2020 03:43,Negative
913641,984,15,Gas station GAZPROMNEFT,Purchase,1220,01/03/2020 03:44,Negative
337504,365,6,Arrow,Purchase,51,01/03/2020 03:44,Negative
155383,168,5,KFC,Purchase,326,01/03/2020 03:45,Negative
193781,210,5,,Purchase,471,01/03/2020 03:45,Negative
386351,416,28,,Translation,1424,01/03/2020 03:46,Negative
586281,631,5,KFC,Purchase,399,01/03/2020 03:46,Negative
450206,485,eight,Kinohod,Purchase,486,01/03/2020 03:46,Negative
435917,470,6,Moscow subway,Purchase,51,01/03/2020 03:47,Negative
789100,851,2,SberMarket,Purchase,4620,01/03/2020 03:47,Negative
40981,44,twenty,,Purchase,1971,01/03/2020 03:47,Negative
190465,206,15,Gas station GAZPROM,Purchase,1475,01/03/2020 03:48,Negative
586300,631,5,PizzaHut,Purchase,244,01/03/2020 03:49,Negative
10289,eleven,sixteen,,Purchase,1267,01/03/2020 03:49,Negative
691053,745,3,YandexGO,Purchase,435,01/03/2020 03:50,Negative
456824,492,15,Gas station GAZPROMNEFT,Purchase,1969,01/03/2020 03:51,Negative
11041,12,eight,Cinema Pobeda,Purchase,350,01/03/2020 03:51,Negative
404970,437,3,YandexGO,Purchase,734,01/03/2020 03:51,Negative
760779,819,28,,Replenishment,2830,01/03/2020 03:51,Positive
317768,343,6,,Purchase,69,01/03/2020 03:52,Negative
607863,654,5,Yakitoria,Purchase,304,01/03/2020 03:53,Negative
357877,386,6,,Purchase,89,01/03/2020 03:55,Negative
219030,236,twenty,,Purchase,943,01/03/2020 03:56,Negative
608622,654,28,,Replenishment,1710,01/03/2020 03:56,Positive
795599,857,28,,Replenishment,1708,01/03/2020 03:58,Positive
459433,495,10,Coral pool,Purchase,749,01/03/2020 03:58,Negative
121955,131,nineteen,,Purchase,1274,01/03/2020 03:58,Negative
919180,990,eleven,Hairdresser DIMAX,Purchase,1166,01/03/2020 03:58,Negative
694138,748,6,Arrow,Purchase,93,01/03/2020 03:59,Negative
389781,420,6,Moscow subway,Purchase,94,01/03/2020 03:59,Negative
437802,472,6,Moscow subway,Purchase,85,01/03/2020 03:59,Negative
505945,545,6,Moscow subway,Purchase,97,01/03/2020 04:00,Negative
513915,553,28,,Translation,659,01/03/2020 04:01,Negative
98926,107,3,YandexGO,Purchase,603,01/03/2020 04:01,Negative
866026,933,6,Arrow,Purchase,one hundred,01/03/2020 04:02,Negative
289752,313,eleven,Hairdresser DIMAX,Purchase,2173,01/03/2020 04:02,Negative
242288,262,6,Moscow subway,Purchase,71,01/03/2020 04:02,Negative
516983,557,6,Arrow,Purchase,88,01/03/2020 04:02,Negative
35018,38,6,Arrow,Purchase,93,01/03/2020 04:03,Negative
707512,762,5,PizzaHut,Purchase,166,01/03/2020 04:03,Negative
758971,817,28,,Replenishment,2944,01/03/2020 04:03,Positive
607538,653,nineteen,,Purchase,1655,01/03/2020 04:04,Negative
897242,967,6,Moscow subway,Purchase,50,01/03/2020 04:04,Negative
385191,415,14,Skala Cafe,Purchase,2996,01/03/2020 04:04,Negative
606595,652,21,,Purchase,2656,01/03/2020 04:05,Negative
233371,252,14,IL patio,Purchase,954,01/03/2020 04:05,Negative
175134,190,2,SberMarket,Purchase,1938,01/03/2020 04:06,Negative
434774,469,2,Yandex.Lavka,Purchase,4560,01/03/2020 04:06,Negative
891103,960,17,,Purchase,21961,01/03/2020 04:06,Negative
558656,602,3,UBER,Purchase,424,01/03/2020 04:06,Negative
336635,364,6,Moscow subway,Purchase,99,01/03/2020 04:07,Negative
25279,28,5,Tanuki,Purchase,165,01/03/2020 04:07,Negative
376279,406,6,,Purchase,59,01/03/2020 04:08,Negative
487373,525,6,,Purchase,80,01/03/2020 04:08,Negative
788609,850,6,,Purchase,85,01/03/2020 04:08,Negative
518987,559,6,,Purchase,87,01/03/2020 04:09,Negative
197434,214,one,Yandex.Drive,Purchase,1166,01/03/2020 04:11,Negative
628847,676,eleven,Cosmetic center,Purchase,1492,01/03/2020 04:12,Negative
292735,316,sixteen,,Purchase,1250,01/03/2020 04:12,Negative
351391,379,eleven,Hairdresser DIMAX,Purchase,1888,01/03/2020 04:13,Negative
310845,336,5,,Purchase,303,01/03/2020 04:13,Negative
504427,543,6,,Purchase,67,01/03/2020 04:14,Negative
348901,377,2,Crossroads,Purchase,3554,01/03/2020 04:15,Negative
597999,643,14,IL patio,Purchase,2759,01/03/2020 04:15,Negative
498538,537,6,,Purchase,64,01/03/2020 04:16,Negative
307702,332,eight,Okko,Purchase,476,01/03/2020 04:16,Negative
266908,289,5,,Purchase,235,01/03/2020 04:17,Negative
635156,683,6,,Purchase,53,01/03/2020 04:17,Negative
922901,994,6,Moscow subway,Purchase,72,01/03/2020 04:18,Negative
185436,201,6,Moscow subway,Purchase,67,01/03/2020 04:19,Negative
244718,265,2,Crossroads,Purchase,2695,01/03/2020 04:20,Negative
369203,398,eleven,Rive Gauche,Purchase,1181,01/03/2020 04:21,Negative
127617,137,10,Coral pool,Purchase,454,01/03/2020 04:21,Negative
782648,844,one,Delimobil,Purchase,760,01/03/2020 04:21,Negative
172960,187,6,Arrow,Purchase,95,01/03/2020 04:22,Negative
921568,993,2,Auchan,Purchase,2930,01/03/2020 04:23,Negative
314108,339,9,Read-city,Purchase,460,01/03/2020 04:23,Negative
563625,607,5,Yakitoria,Purchase,237,01/03/2020 04:24,Negative
228509,247,5,KFC,Purchase,433,01/03/2020 04:24,Negative
713296,768,6,Moscow subway,Purchase,65,01/03/2020 04:25,Negative
801178,863,7,Planet Health,Purchase,465,01/03/2020 04:25,Negative
301706,326,6,Arrow,Purchase,79,01/03/2020 04:25,Negative
35760,39,6,Arrow,Purchase,89,01/03/2020 04:26,Negative
249086,269,twenty,,Purchase,2213,01/03/2020 04:26,Negative
816172,879,6,Arrow,Purchase,94,01/03/2020 04:26,Negative
214234,231,thirteen,WILDBERRIES,Purchase,2942,01/03/2020 04:28,Negative
46103,50,5,PizzaHut,Purchase,489,01/03/2020 04:29,Negative
831643,896,3,Kiwi Taxi,Purchase,322,01/03/2020 04:30,Negative
691259,745,6,Arrow,Purchase,76,01/03/2020 04:30,Negative
65822,71,6,Moscow subway,Purchase,78,01/03/2020 04:31,Negative
222506,240,thirteen,Zara,Purchase,7581,01/03/2020 04:31,Negative
761372,820,6,Moscow subway,Purchase,89,01/03/2020 04:33,Negative
217182,234,28,,Translation,2026,01/03/2020 04:33,Negative
503835,542,28,,Translation,1904,01/03/2020 04:34,Negative
397390,428,thirteen,Lamoda,Purchase,7071,01/03/2020 04:35,Negative
425651,459,6,Arrow,Purchase,65,01/03/2020 04:35,Negative
16984,nineteen,6,Arrow,Purchase,64,01/03/2020 04:35,Negative
371047,400,6,,Purchase,79,01/03/2020 04:37,Negative
41810,45,9,Read-city,Purchase,295,01/03/2020 04:37,Negative
172908,187,6,Moscow subway,Purchase,95,01/03/2020 04:37,Negative
39768,43,6,,Purchase,70,01/03/2020 04:38,Negative
338772,366,10,Theater Magic Lantern,Purchase,623,01/03/2020 04:40,Negative
703330,757,14,Skala Cafe,Purchase,1638,01/03/2020 04:41,Negative
313680,339,5,,Purchase,436,01/03/2020 04:41,Negative
150571,162,28,,Translation,494,01/03/2020 04:41,Negative
865513,932,28,,Translation,2816,01/03/2020 04:42,Negative
550766,593,15,Lukoil gas station,Purchase,1445,01/03/2020 04:42,Negative
